image_id,healthy,multiple_diseases,rust,scab
Test_101,0.9973917,1.0107753e-06,0.002402522,0.00020471764
Test_102,0.00019723363,1.4832067e-06,8.3851415e-10,0.99980134
Test_103,0.018245937,0.002373008,0.03265201,0.946729
Test_104,1.6228958e-08,4.8126778e-05,2.8543784e-08,0.99995184
Test_105,6.389581e-09,3.0875682e-08,6.935523e-08,0.9999999
Test_106,0.9999999,1.5750765e-11,1.6396472e-09,1.5548865e-07
Test_107,5.2744756e-05,0.0005488676,0.99939835,3.6909153e-08
Test_108,5.836991e-07,0.0069287643,1.3534269e-07,0.99307054
Test_109,0.8943176,0.008505611,0.0045101955,0.09266653
Test_110,0.99999845,7.490855e-09,1.2894034e-07,1.3992666e-06
Test_111,0.6282846,0.0011251015,0.00022816016,0.3703621
Test_112,2.0338435e-05,0.00017164377,0.9998079,8.79119e-08
Test_113,0.21164763,0.026329592,0.00068603177,0.76133674
Test_114,0.051491037,0.9178986,0.0066675064,0.023942854
Test_115,3.575591e-07,3.1117327e-06,0.99999654,8.635992e-09
Test_116,0.008822168,1.0333058e-05,0.9911656,1.915898e-06
Test_117,1.5598089e-11,6.8439374e-05,0.9999316,4.054038e-08
Test_118,1.3789765e-13,2.35635e-13,1.0,9.602375e-19
Test_119,1.0,1.1767637e-10,4.2523805e-08,4.109787e-09
Test_120,3.315342e-11,1.9041233e-08,1.0,9.604822e-13
Test_121,2.2508779e-12,8.1645663e-07,0.9958254,0.004173763
Test_122,1.5942896e-05,1.8267414e-05,0.9999658,4.185432e-08
Test_123,1.7393506e-05,0.00011620574,0.99986637,1.38842555e-08
Test_124,4.417928e-05,0.00011089798,1.5659417e-08,0.9998449
Test_125,2.7383707e-05,3.8825823e-05,1.6324044e-05,0.9999175
Test_126,0.9999981,1.0340225e-08,1.3818611e-07,1.7111397e-06
Test_127,5.8198697e-05,1.6025053e-06,8.8122965e-07,0.9999393
Test_128,0.020591633,0.009856908,0.96932185,0.0002295913
Test_129,0.021287784,6.235564e-06,0.97870594,2.0354662e-10
Test_130,2.2224642e-11,8.7062205e-11,9.886566e-13,1.0
Test_131,1.24325525e-05,0.00096907973,1.7026321e-06,0.99901676
Test_132,1.0,2.406851e-14,5.9411626e-10,4.9938885e-12
Test_133,7.5424154e-08,0.00033848765,2.6780586e-07,0.9996612
Test_134,0.99992204,2.5916911e-08,3.4959194e-06,7.443271e-05
Test_135,5.1751142e-12,4.5148547e-09,1.0,6.3494444e-12
Test_136,3.6005568e-10,1.7148219e-10,2.385955e-13,1.0
Test_137,2.157327e-05,0.00019085783,0.9997876,6.860532e-10
Test_138,4.563807e-09,2.2455579e-08,1.0,8.835993e-14
Test_139,0.9999995,2.5847874e-12,1.9629794e-10,5.1783144e-07
Test_140,0.00030693106,8.4307576e-05,0.999607,1.739902e-06
Test_141,1.0336098e-13,6.4496265e-13,8.665111e-09,1.0
Test_142,0.049429942,5.43531e-07,1.6900837e-07,0.95056945
Test_143,0.11206567,0.76158625,0.0017438425,0.12460428
Test_144,0.9999999,4.336999e-10,1.3403415e-08,1.527368e-07
Test_145,6.7080833e-07,5.2866707e-08,2.0713198e-09,0.9999993
Test_146,3.0940855e-10,5.5026503e-09,1.0,6.3388925e-12
Test_147,7.4411296e-06,0.00014003369,0.9998522,3.0397192e-07
Test_148,0.99998975,1.4582692e-07,1.0112171e-05,6.443073e-08
Test_149,0.00048047898,4.1366754e-09,0.99951947,5.651257e-12
Test_150,4.6127244e-08,9.937784e-07,2.3103623e-09,0.9999989
Test_151,1.8200681e-07,1.3680402e-07,0.99999964,3.2478786e-13
Test_152,0.0009924937,0.058100145,0.940895,1.2284129e-05
Test_153,1.2003435e-11,5.551645e-11,1.0418298e-09,1.0
Test_154,7.2671195e-05,0.0037557762,0.99616253,9.039518e-06
Test_155,1.4400445e-06,0.0015975764,0.9984006,4.1198987e-07
Test_156,1.8645993e-05,0.00018515106,0.0001414528,0.99965477
Test_157,0.9741139,4.983318e-06,0.025605958,0.0002751268
Test_158,1.376477e-10,8.500385e-12,3.557097e-13,1.0
Test_159,2.4813955e-06,5.900375e-06,0.99999166,2.3362776e-09
Test_160,0.9999937,6.540304e-09,6.2999334e-06,4.4859867e-08
Test_161,4.125725e-07,2.1825592e-07,6.1732495e-09,0.9999994
Test_162,6.645458e-20,6.2625035e-14,1.0,3.1173652e-14
Test_163,3.7802085e-05,0.99512464,0.0048363395,1.1637246e-06
Test_164,1.8971438e-09,2.0333644e-06,8.147387e-09,0.999998
Test_165,1.035275e-08,4.3696546e-06,1.8496934e-08,0.9999956
Test_166,7.81733e-15,4.1223677e-11,1.0,8.456787e-12
Test_167,0.04195888,1.8694972e-06,0.9580393,7.2569297e-09
Test_168,7.4885575e-05,0.982488,0.017416917,2.022438e-05
Test_169,8.116409e-14,1.0512618e-12,1.0,1.6086514e-13
Test_170,3.81913e-06,0.009097837,5.329653e-06,0.990893
Test_171,2.341226e-08,4.3281057e-06,0.9999956,2.3779089e-08
Test_172,4.743924e-07,0.027003504,0.97299576,2.772233e-07
Test_173,7.054467e-13,9.565069e-07,0.99999905,3.6131252e-12
Test_174,0.00013448222,7.740663e-05,6.442056e-07,0.9997875
Test_175,0.99999976,6.236377e-09,2.1196121e-07,7.85635e-09
Test_176,0.025954582,8.59644e-05,0.9739595,2.2881114e-08
Test_177,1.1322438e-06,1.5469437e-09,8.509955e-10,0.9999988
Test_178,1.245217e-13,9.2786855e-12,2.2477686e-12,1.0
Test_179,0.00015442632,0.0008715183,0.99892443,4.9533504e-05
Test_180,9.4345427e-07,0.11367175,0.8863273,3.9188798e-08
Test_181,1.0085297e-11,2.686689e-08,9.435087e-13,1.0
Test_182,2.0571207e-12,2.03495e-09,1.0,7.681986e-10
Test_183,0.9999976,4.828252e-09,2.3754342e-06,1.1851046e-09
Test_184,0.69178575,0.0021091008,0.0036147959,0.30249032
Test_185,2.5922749e-05,0.00012832723,1.286225e-06,0.99984443
Test_186,2.2453646e-06,4.575084e-05,2.1328406e-09,0.99995196
Test_187,2.0440555e-14,1.3301246e-11,1.0,3.2199625e-13
Test_188,1.1737777e-05,0.0004551697,0.9995245,8.628028e-06
Test_189,1.0,7.763922e-16,4.0515613e-13,4.2129153e-10
Test_190,0.014033829,0.10025317,0.8856936,1.9415033e-05
Test_191,6.8586464e-06,0.009164953,0.99082786,3.93796e-07
Test_192,0.0013672963,1.2918853e-05,0.99824655,0.00037333116
Test_193,1.0978245e-06,0.0001034449,0.9998944,1.0940702e-06
Test_194,5.7799767e-05,0.008244633,0.9916967,7.8470157e-07
Test_195,0.65694714,0.3427771,0.00012050964,0.00015527138
Test_196,3.6180973e-05,0.85170615,0.00015863826,0.14809906
Test_197,0.0003034156,0.8064094,0.19324279,4.4365017e-05
Test_198,0.032043427,0.00014257384,1.95045e-05,0.96779454
Test_199,6.4433305e-05,0.005434051,0.99449676,4.787653e-06
Test_200,1.870638e-12,1.2105329e-12,1.0,1.187991e-16
Test_201,2.0996174e-10,3.4325282e-08,3.8270622e-09,1.0
Test_202,1.4076844e-09,4.563861e-05,0.99971515,0.00023919766
Test_203,5.3914408e-11,9.275797e-09,1.0,1.15545004e-10
Test_204,0.00075454696,0.8779764,8.64353e-05,0.12118263
Test_205,3.088446e-08,1.8104918e-09,1.2893278e-09,1.0
Test_206,8.996897e-16,2.1887392e-14,1.22319755e-17,1.0
Test_207,3.8933843e-09,1.2641752e-07,0.9999999,3.1289469e-09
Test_208,3.0822602e-07,6.0325453e-07,4.7958393e-10,0.99999905
Test_209,5.161088e-06,0.00075834227,0.99923646,3.0888142e-08
Test_210,1.2724187e-08,8.804055e-06,4.184764e-08,0.9999912
Test_211,6.474375e-05,0.9561484,0.04377132,1.5590822e-05
Test_212,1.1040669e-12,1.09959174e-10,1.0,2.2590153e-13
Test_213,0.000582046,0.00015271164,0.99926466,5.6581337e-07
Test_214,0.0008372773,1.3475475e-05,0.9991492,5.30537e-08
Test_215,0.00022852735,0.0004649707,6.963216e-06,0.9992995
Test_216,0.99999976,8.8198104e-10,2.3126259e-07,5.11576e-11
Test_217,2.5915988e-06,0.00012915363,4.3818957e-08,0.9998683
Test_218,1.0,3.8252244e-12,4.0566572e-09,5.850641e-09
Test_219,3.1445735e-10,2.2578418e-11,1.0,5.6670204e-14
Test_220,1.2149128e-10,1.0497913e-08,6.5429835e-11,1.0
Test_221,8.746606e-05,3.6320528e-06,9.547908e-10,0.9999089
Test_222,1.6781489e-10,2.9941273e-08,1.0,2.3889926e-09
Test_223,4.0670755e-05,9.665039e-07,0.9999584,2.1967997e-10
Test_224,0.00023463873,0.4007981,0.59510195,0.0038653547
Test_225,0.99999976,4.6086232e-11,1.8029601e-07,6.059097e-08
Test_226,2.1083054e-07,3.7535574e-05,0.9999622,5.1258775e-09
Test_227,1.9335936e-18,2.3648664e-15,4.9293315e-15,1.0
Test_228,1.1257885e-09,5.426034e-10,1.0,2.8573835e-10
Test_229,7.2150094e-08,7.787683e-08,0.9999999,7.923287e-09
Test_230,4.8948308e-09,8.094932e-11,1.5981527e-09,1.0
Test_231,1.2378006e-09,1.7323357e-08,1.5364477e-09,1.0
Test_232,1.0,1.0111405e-13,1.7117402e-10,1.2289002e-11
Test_233,0.99999917,2.1263494e-12,5.857153e-10,8.7589723e-07
Test_234,3.3640027e-10,5.2536786e-10,1.0308613e-09,1.0
Test_235,1.12792635e-14,3.130368e-13,1.37183245e-14,1.0
Test_236,0.0039544436,0.016782673,0.61903083,0.36023206
Test_237,5.7428306e-06,2.7444401e-05,1.9104596e-07,0.9999666
Test_238,5.416426e-10,3.2562002e-07,0.99999964,4.2286907e-11
Test_239,2.7329845e-05,0.03838385,0.96158874,1.014769e-07
Test_240,8.555799e-07,0.005671947,0.99432725,1.9354019e-08
Test_241,5.3937885e-05,0.0013818933,0.9985337,3.052159e-05
Test_242,0.18888481,1.822861e-05,0.00042289702,0.8106741
Test_243,1.0,5.3528193e-12,2.6225527e-10,8.655828e-09
Test_244,8.5057005e-12,6.109158e-06,7.405756e-08,0.9999938
Test_245,1.3246023e-06,0.0033196167,0.99667895,1.6197507e-07
Test_246,3.2264472e-10,2.3769672e-08,1.10184795e-11,1.0
Test_247,3.0608533e-16,1.8955018e-09,4.278055e-12,1.0
Test_248,0.9248013,0.010685385,0.022794832,0.041718528
Test_249,2.4336932e-10,3.3724217e-07,0.9999993,3.2790786e-07
Test_250,0.9972409,0.0002089841,0.002500994,4.9075774e-05
Test_251,1.0,1.4686734e-11,9.896618e-10,4.4760218e-09
Test_252,0.009943144,0.00050877815,0.9894978,5.023749e-05
Test_253,7.471508e-07,1.2895808e-05,1.06603245e-07,0.9999863
Test_254,1.4632104e-06,6.2764724e-07,9.988076e-10,0.99999785
Test_255,3.893667e-06,0.00026445,7.069754e-05,0.99966097
Test_256,1.2728137e-11,1.6635727e-07,2.9333908e-10,0.9999999
Test_257,1.0076155e-09,1.7754001e-08,1.0,2.2812148e-13
Test_258,0.0019409666,0.7779765,0.22004808,3.43801e-05
Test_259,0.047320675,0.003596152,0.0007694443,0.9483138
Test_260,1.3337065e-07,2.0567232e-09,6.2572916e-08,0.99999976
Test_261,6.2812764e-09,3.8536168e-08,1.0,3.147967e-08
Test_262,6.1560007e-10,1.239601e-09,2.6824543e-12,1.0
Test_263,1.0,3.0947582e-14,2.6845914e-10,1.4303002e-13
Test_264,0.9999362,6.865909e-07,6.051163e-05,2.585386e-06
Test_265,2.4124527e-11,1.0980162e-09,1.0,1.07775036e-13
Test_266,1.4450268e-11,9.451388e-09,1.7746077e-12,1.0
Test_267,0.9999999,2.065969e-11,1.258302e-07,5.4057687e-09
Test_268,4.145914e-09,0.99997425,2.5719866e-05,8.2763896e-10
Test_269,0.9384812,0.00070471154,0.046319462,0.014494555
Test_270,2.9826474e-08,1.9985972e-08,7.7097245e-11,1.0
Test_271,0.00044724758,5.5864666e-07,8.7544855e-10,0.9995522
Test_272,2.3234916e-06,0.40608823,0.59390897,3.9771186e-07
Test_273,0.9999999,4.950552e-14,8.001431e-11,1.2824775e-07
Test_274,1.9383424e-09,8.5604546e-07,0.99999917,4.1354317e-10
Test_275,0.0031515379,0.43345347,0.56298655,0.00040835497
Test_276,4.6337713e-14,3.4520286e-07,2.229122e-09,0.99999964
Test_277,0.99571985,0.0012644533,0.00075222034,0.0022635025
Test_278,2.4837291e-08,3.0738658e-08,2.7351182e-10,1.0
Test_279,1.7716965e-15,1.7806362e-12,1.0,1.6471497e-15
Test_280,6.8326024e-18,1.8983544e-15,8.578978e-15,1.0
Test_281,2.2317764e-10,5.8580692e-08,1.0560944e-10,1.0
Test_282,1.4096971e-06,0.99999034,6.068964e-06,2.1791793e-06
Test_283,9.383681e-06,4.2497824e-05,0.99994814,9.611894e-09
Test_284,0.00011148762,0.027017131,0.97286326,8.151565e-06
Test_285,2.9079688e-12,7.8285364e-11,1.5497901e-12,1.0
Test_286,2.1914733e-12,4.357087e-11,5.880753e-11,1.0
Test_287,1.7785325e-08,9.579195e-09,0.99894816,0.0010518628
Test_288,1.2186389e-08,9.340591e-05,2.3960304e-08,0.99990654
Test_289,2.7768613e-06,4.975358e-05,1.6960082e-06,0.99994576
Test_290,7.066967e-10,7.8131684e-08,0.9999999,2.4328485e-11
Test_291,3.9872185e-12,2.4342742e-06,0.9999976,8.68423e-10
Test_292,0.9999999,3.7974783e-11,1.4075121e-07,1.8081828e-09
Test_293,7.4298323e-10,7.3977935e-09,1.0,7.8770877e-13
Test_294,3.7118818e-07,9.181306e-06,0.99999046,1.5546085e-10
Test_295,0.15144181,0.0025254802,0.8459659,6.6716726e-05
Test_296,0.8436823,0.005066351,0.15097892,0.00027248941
Test_297,1.5737001e-16,3.2090466e-11,1.4463643e-11,1.0
Test_298,6.653615e-06,0.001498439,0.99842846,6.637964e-05
Test_299,3.104982e-05,0.982547,0.017419465,2.5147083e-06
Test_300,0.4678671,0.0009067796,0.00044339334,0.5307827
Test_301,1.0,1.6496636e-09,6.383759e-09,5.947277e-09
Test_302,5.80382e-11,7.985069e-08,3.3773249e-09,0.9999999
Test_303,0.9999976,8.7207763e-07,1.2054578e-06,3.600183e-07
Test_304,1.0,3.971068e-13,3.0092688e-09,8.47927e-12
Test_305,1.0,1.0305064e-11,8.106806e-09,3.3801576e-11
Test_306,2.636462e-07,4.158098e-07,7.243629e-08,0.99999917
Test_307,0.9999939,1.3364132e-07,5.8602473e-06,8.287682e-08
Test_308,4.493945e-06,6.1728526e-05,4.449674e-06,0.9999293
Test_309,1.5020791e-07,6.856192e-07,0.99999917,3.107747e-09
Test_310,2.322847e-05,0.86996067,0.13000655,9.521778e-06
Test_311,6.3821294e-06,0.0013346031,0.9986588,2.4450551e-07
Test_312,1.193979e-16,9.10095e-13,1.4119339e-13,1.0
Test_313,1.3340323e-11,1.0851929e-09,1.0355629e-10,1.0
Test_314,0.09276969,2.2160846e-11,3.3871593e-11,0.9072303
Test_315,0.98548084,2.665809e-06,0.00048560477,0.014030864
Test_316,1.4447775e-09,1.9004613e-09,1.0,2.5372404e-13
Test_317,1.1757854e-10,3.9226074e-11,1.0,5.4848916e-12
Test_318,0.06701993,0.21561342,0.00081703434,0.71654963
Test_319,1.0051484e-06,6.7587614e-08,0.9999989,7.1843545e-11
Test_320,2.4772e-12,5.774871e-10,1.0,1.9407742e-13
Test_321,0.5092334,0.46842036,0.021862613,0.0004835655
Test_322,1.0,8.4544205e-11,3.7285474e-08,2.7465224e-12
Test_323,3.4385163e-08,4.1254602e-06,0.9999958,4.4925683e-10
Test_324,8.544079e-08,2.448947e-08,0.9999999,2.2084746e-13
Test_325,4.8667416e-14,1.8953777e-14,1.6062216e-15,1.0
Test_326,1.2926549e-08,2.3303684e-07,0.99999976,1.7503308e-11
Test_327,1.9536254e-12,4.355872e-12,3.5833924e-15,1.0
Test_328,6.458407e-08,1.1604657e-10,0.9999999,1.8425337e-14
Test_329,4.495977e-12,1.1309975e-08,1.0,6.1719896e-10
Test_330,5.9907983e-05,0.008305226,0.9916346,2.4895866e-07
Test_331,0.021693196,0.08195355,0.89157,0.0047832383
Test_332,0.9999999,2.7078639e-12,7.298035e-09,7.548225e-08
Test_333,8.74735e-05,0.89111197,0.10880042,1.746058e-07
Test_334,2.6797461e-14,1.2307245e-12,1.0,9.0788776e-17
Test_335,0.9999769,4.525784e-10,2.192739e-09,2.306789e-05
Test_336,8.647492e-10,1.7115237e-06,0.99999833,1.7815402e-08
Test_337,0.99998736,4.7049625e-10,1.1070426e-09,1.2658835e-05
Test_338,0.99999976,5.1420087e-14,3.1147425e-11,2.219128e-07
Test_339,3.3702324e-10,3.907909e-08,1.0,1.0820335e-15
Test_340,0.036494143,0.00024979908,0.9632157,4.0353414e-05
Test_341,0.9999999,7.463102e-12,1.6566144e-11,1.1777511e-07
Test_342,0.99999475,1.1223904e-06,4.192893e-06,2.783364e-09
Test_343,0.09949873,0.00037815626,4.3530268e-05,0.90007955
Test_344,9.716234e-11,5.471105e-10,1.0,1.9434995e-14
Test_345,0.22004145,0.040458485,0.73871666,0.0007834124
Test_346,8.5387475e-09,6.295511e-10,1.0,2.0034637e-15
Test_347,0.0007120187,5.854281e-05,0.999206,2.3472561e-05
Test_348,4.3130352e-10,6.186738e-09,5.674181e-10,1.0
Test_349,6.7104543e-06,0.013703126,0.9861995,9.0590525e-05
Test_350,8.3634735e-09,4.9444315e-09,6.613951e-11,1.0
Test_351,9.690514e-10,2.203216e-09,1.0,6.6087136e-16
Test_352,6.494861e-05,0.94502753,0.017639348,0.03726809
Test_353,0.0020376781,0.068687856,0.6116152,0.31765932
Test_354,1.454425e-08,1.4892067e-10,1.0,6.9381722e-15
Test_355,2.0939311e-05,0.14075735,3.250334e-05,0.8591892
Test_356,0.9999993,1.498688e-11,6.9345335e-10,7.201082e-07
Test_357,0.9999994,3.7456434e-09,3.185563e-07,3.153712e-07
Test_358,5.913693e-05,0.99899715,0.0009357879,7.91558e-06
Test_359,1.4766934e-14,1.1072011e-11,2.534974e-15,1.0
Test_360,1.08098575e-05,0.00051856274,1.5097353e-08,0.99947065
Test_361,0.99999905,1.0254796e-12,1.3077509e-09,9.835672e-07
Test_362,1.0,5.429607e-17,1.5517889e-13,8.8726415e-10
Test_363,0.0018089103,0.0012113854,0.99697757,2.1442777e-06
Test_364,0.00015022054,0.7611653,0.23855124,0.00013314273
Test_365,8.835841e-10,1.6028126e-07,0.9999999,7.900613e-11
Test_366,2.5718685e-09,7.5645323e-10,1.0,5.5674207e-12
Test_367,1.5223203e-13,1.996682e-14,7.86108e-15,1.0
Test_368,0.99998677,1.9118616e-07,1.2689128e-05,3.1307658e-07
Test_369,7.201469e-13,1.0972745e-06,3.4863162e-10,0.9999989
Test_370,3.5797363e-12,1.211082e-09,1.0,1.3138412e-11
Test_371,7.912202e-13,1.5337138e-08,1.0,2.6350976e-14
Test_372,1.7158819e-10,3.5784255e-12,1.7036959e-09,1.0
Test_373,2.9805547e-23,9.987021e-12,1.0,3.18873e-14
Test_374,1.4349615e-06,1.2064927e-05,0.9999865,2.2991853e-09
Test_375,1.9368552e-12,1.3499017e-11,1.7947908e-15,1.0
Test_376,0.99983776,4.8832345e-07,0.00016171724,5.3984295e-10
Test_377,1.0,8.106268e-12,1.6839877e-10,2.9113936e-08
Test_378,1.2826952e-09,8.606309e-09,1.0,2.0222114e-14
Test_379,5.3131917e-09,6.766363e-05,0.99993217,9.754508e-08
Test_380,2.0253334e-11,1.8306293e-08,2.32621e-11,1.0
Test_381,0.93780744,0.033699617,0.02751195,0.0009810012
Test_382,3.3381178e-13,4.242759e-14,1.9370346e-10,1.0
Test_383,0.9999993,1.2350218e-09,7.6006006e-07,9.641103e-09
Test_384,8.150628e-15,2.319793e-12,1.0,2.138564e-17
Test_385,6.5575295e-10,1.7001689e-07,2.8665351e-08,0.9999999
Test_386,1.2259405e-06,0.9956084,0.00439039,8.3122295e-08
Test_387,7.5784804e-08,4.488485e-07,8.249559e-07,0.9999987
Test_388,0.9999995,8.6114404e-10,5.1681116e-07,1.0592474e-09
Test_389,0.99999714,1.1562117e-10,2.912049e-06,2.1418047e-12
Test_390,0.99992955,3.667845e-08,4.2302396e-08,7.045736e-05
Test_391,0.00043938993,0.1713451,0.8282074,8.141623e-06
Test_392,1.1695729e-08,2.1173757e-05,0.9999788,2.436244e-10
Test_393,2.7831034e-05,0.0008174977,2.0342977e-06,0.99915266
Test_394,4.90352e-17,5.311395e-20,1.0265988e-18,1.0
Test_395,3.1174359e-06,0.04531351,0.9546831,2.2186472e-07
Test_396,1.9024641e-08,1.5185809e-07,1.0680251e-11,0.9999999
Test_397,2.7663123e-06,5.2275927e-11,5.85504e-11,0.99999726
